"PreclinCancerProg_Exp_Rate_S1S2_P","PreclinCancerProg_Exp_Rate_S1S2_D","PreclinCancerProg_Exp_Rate_S1S2_R","PreclinCancerProg_Exp_Rate_S2S3_P","PreclinCancerProg_Exp_Rate_S2S3_D","PreclinCancerProg_Exp_Rate_S2S3_R","PreclinCancerProg_Exp_Rate_S3S4_P","PreclinCancerProg_Exp_Rate_S3S4_D","PreclinCancerProg_Exp_Rate_S3S4_R","pCancerProg_S1S2_P","pCancerProg_S1S2_D","pCancerProg_S1S2_R","pCancerProg_S2S3_P","pCancerProg_S2S3_D","pCancerProg_S2S3_R","pCancerProg_S3S4_P","pCancerProg_S3S4_D","pCancerProg_S3S4_R","pSxDetS1_P","pSxDetS1_D","pSxDetS1_R","pSxDetS2_P","pSxDetS2_D","pSxDetS2_R","pSxDetS3_P","pSxDetS3_D","pSxDetS3_R","pSxDetS4_P","pSxDetS4_D","pSxDetS4_R","country"
0.245772954260556,0.24072993173475,0.36629627179116,0.246125394732389,0.266796647832389,0.448873267945184,0.513336507453122,0.412940265076613,0.833030132043599,0.217900222809297,0.213946114065861,0.30670263367355,0.218175817855514,0.234171211423693,0.361653007406208,0.401504640433214,0.338298191645863,0.565270000777038,0.0156461652128667,0.0225998108513633,0.0368483054781207,0.111601215566447,0.11495314656167,0.159402997079091,0.56111215744534,0.40304126162281,0.834719172166742,0.999548056025924,0.996498796606539,0.999999674901463,"Chile"
0.210577161164103,0.252564062391393,0.339352321708911,0.216869346093764,0.251560758369789,0.45477297487367,0.4240180514424,0.676735761284414,0.740692169977091,0.189883456793902,0.223193552833379,0.287768529729601,0.194964856579708,0.222413788696091,0.365407980070608,0.345587931279528,0.491726586828293,0.523216214140841,0.0177371249723816,0.0197602586119032,0.0361218709367833,0.109549107792447,0.117338079783839,0.167410838615129,0.524723551240557,0.602856204042014,0.800504897744262,0.999045158799524,0.999950548228727,0.999997873172938,"Chile"
0.22494305052813,0.237531287425306,0.346148525586681,0.218805456961973,0.238057902822774,0.391168746992226,0.4259663841085,0.645127501012123,0.674250713321247,0.20143830486877,0.211427781799271,0.292592588797307,0.196521985996169,0.211842946745669,0.323733971448038,0.346861702422207,0.47540434863414,0.490461932305405,0.014413568351935,0.0220222426505379,0.0364867003994655,0.103086236925077,0.102588290100545,0.124428912591097,0.45287059165397,0.566072349930074,0.732525726132308,0.998492932792219,0.999842548212604,0.9999765325565,"Chile"
0.248662417003144,0.239611788667344,0.358489865708838,0.220018893423679,0.253315648992391,0.416915896129864,0.507328545601288,0.673003886665432,0.644157004273797,0.220156809245241,0.213066701799955,0.301269293056858,0.197496364221948,0.223777170803442,0.340923651515167,0.397898079953959,0.489826230437788,0.474894983136751,0.0165325071887352,0.0199138430656884,0.0349273192680057,0.103344950922316,0.112494770823429,0.135719781707796,0.556618148287117,0.588726688761901,0.762270491764207,0.999271520184625,0.999801469437539,0.999991446265851,"Chile"
0.221288366465202,0.242666988003765,0.371025833367894,0.213666395439726,0.276320622264681,0.493252096436697,0.466330415859277,0.482035903020874,0.813679176195971,0.198514474584735,0.21546727091455,0.309973884369963,0.19238223494364,0.241430322560789,0.389362689829553,0.372700020060952,0.382475109642357,0.556775637799553,0.0163919498802094,0.0214571558504596,0.0369929368915369,0.105860320345715,0.123210657666794,0.158012414916165,0.509101124088294,0.423818908997185,0.834835109081851,0.99705262454642,0.996509287642381,0.999999762776264,"Chile"
0.255023342664408,0.249087381237051,0.394888654065524,0.27593912718426,0.25166528981345,0.458286672293852,0.515312202482001,0.465732812600885,0.715392630837103,0.225101590443559,0.220488144301607,0.326244945041355,0.241140876753124,0.222495066657205,0.367633831639401,0.402685917434122,0.372325031512922,0.510999922410285,0.01747946392153,0.0181913602412126,0.0375661440624833,0.121505103841145,0.114833500227391,0.159818192996557,0.578763644718109,0.410500246417618,0.791788012531033,0.999374502636687,0.995997672149477,0.999996869179839,"Chile"
0.216143644673627,0.23879995823264,0.363665043714623,0.223209656213806,0.237924162154399,0.490399295130847,0.481516878727005,0.551675193126556,0.890013371923913,0.194380429398698,0.21242758600667,0.304876008097498,0.200052882171772,0.211737531045557,0.387618175720775,0.382154516031453,0.424015882889034,0.58934973846842,0.0158437540567614,0.0240104040626109,0.0370536953805444,0.105932159869589,0.103977662878904,0.165707851644091,0.559487104854638,0.498211752785613,0.849178749750766,0.998657037424217,0.998926006209723,0.999999882206942,"Chile"
0.215521385472995,0.239512021216596,0.348340721947318,0.255387099740127,0.252223893516008,0.414345590076229,0.484366764297545,0.510801354292957,0.688873191034703,0.193878969205754,0.212988187554367,0.294141666188353,0.225383413962241,0.222929262508731,0.339227444635271,0.383912798319336,0.399985438139476,0.49785843197773,0.0155300089586284,0.0223491392777512,0.0381842208198524,0.112164409384214,0.108551161890398,0.143722893431145,0.515987825198311,0.470002237089955,0.759711686110038,0.998752201877062,0.998537124368507,0.999998077178613,"Chile"
0.223686001339013,0.259230652366097,0.396738463972772,0.222232471012017,0.242264067154992,0.458651555810265,0.470617623249758,0.474215457503297,0.809310793590238,0.20043384234031,0.228354979233657,0.327490111801113,0.199270803630462,0.215151102630337,0.367864529539083,0.375383628467673,0.377626856842778,0.554835229067098,0.0141511382325974,0.0212574768374892,0.0375960520961899,0.103486431412251,0.10282943295372,0.156990553270521,0.516837458051378,0.431199748502439,0.823886436392115,0.9995454925381,0.997761102285316,0.999999895848668,"Chile"
0.239040877528467,0.247257694008163,0.350560270581645,0.226838563144658,0.3030880926907,0.418580600958103,0.425410946838831,0.586262625671167,0.723483524051523,0.212617304543716,0.219060575810813,0.295706615705948,0.202950554939634,0.261465965945466,0.342019906371126,0.346498824300797,0.443597110461697,0.514940407302508,0.0156537967794578,0.0234631002852223,0.0361826508905054,0.107796808887915,0.125396288752119,0.144883628068461,0.476121418339957,0.506818523996319,0.805558667313791,0.997481733105048,0.999531164780437,0.999999717874311,"Chile"
